split,model,zone,zone_value,basins,median_kge,median_nse,median_log_nse,median_pbias
spatial_test,xgboost,impact_class,near_natural,26,0.356098227166121,0.34567671636944,0.4618215248620773,-9.159252489286695
test,random_forest,impact_class,impact_l,3,0.6999167053275601,0.5193506037837584,0.5694788355975668,-3.903183449301282
test,random_forest,impact_class,impact_m,19,0.6091000025447348,0.5519804266420387,0.5961783446007081,-2.0881611516864984
test,random_forest,impact_class,impact_s,30,0.7189371069110461,0.62739541003731,0.680083071941227,2.754548375835049
test,random_forest,impact_class,near_natural,48,0.5583425263363611,0.510080722071613,0.5963827067078775,0.4566471426884347
test,transformer,impact_class,impact_l,3,0.6204576816911913,0.5205445945985131,0.5785232302586282,-2.878420503491796
test,transformer,impact_class,impact_m,19,0.6758692731046292,0.6100599398928779,0.6744141892033283,-2.25474048085448
test,transformer,impact_class,impact_s,30,0.7164933642405504,0.6426455131763269,0.715125567822011,-2.7788973694906227
test,transformer,impact_class,near_natural,48,0.6281739041511158,0.559084463478402,0.6606900358153793,-7.6399448117496656
test,xgboost,impact_class,impact_l,3,0.5214179751786006,0.2317984687716261,0.3225340647829019,-11.932212532321264
test,xgboost,impact_class,impact_m,19,0.4758112355775945,0.4075624823345568,0.470839262019439,-3.004683271651275
test,xgboost,impact_class,impact_s,30,0.6096667385949226,0.543040956270585,0.5893492673088021,-1.0687264151252298
test,xgboost,impact_class,near_natural,48,0.4554020488067368,0.4485032551823383,0.5226365384976996,-8.427326486701295
train,transformer,impact_class,impact_l,3,0.8144570717410737,0.7591672834184257,0.7864563500094963,1.6195240474715045
train,transformer,impact_class,impact_m,19,0.7444124870418896,0.7163729140122148,0.7359330195092427,-1.849118070305645
train,transformer,impact_class,impact_s,30,0.8122830383808735,0.7858470034580267,0.7988309163968026,-2.782105684634439
train,transformer,impact_class,near_natural,48,0.7245227000352106,0.729807618662889,0.7782454211791909,-3.586569137707496
val,random_forest,impact_class,impact_l,3,0.7289730165795871,0.5447606653965558,0.5776469237602841,-0.6937426123355934
